Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Course Level,Assessment Score,Time per Day,IQ,Memory Power,Concentration,student_level,num_examples,break_interval,num_test_questions,course_duration,course_name,material_name,material_level
Kelsey,17,F,Canada,Quebec,Montreal,Laborer,Lower Middle,1,44,1,103,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Gregory,10,M,USA,Texas,Dallas,Teacher,Low,1,37,3,96,5,6,1,7,30,15,25,Basic_Python,Python_material,1
David,11,F,India,Tamil Nadu,Coimbatore,Engineer,Upper Middle,1,33,4,86,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Lauren,18,F,USA,New York,New York City,Doctor,Lower Middle,1,36,5,90,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Pedro,13,M,India,Maharashtra,Mumbai,Doctor,Upper Middle,2,57,4,103,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Sonya,15,M,Canada,Ontario,Ottawa,Farmer,Lower Middle,1,37,2,89,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Hunter,14,F,USA,Texas,Houston,Clerk,High,1,32,6,91,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Roberto,18,F,USA,California,San Francisco,Laborer,Upper Middle,1,38,3,96,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Veronica,12,M,UK,England,London,Teacher,Lower Middle,3,77,5,122,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Phillip,13,M,India,Tamil Nadu,Chennai,Clerk,Upper Middle,2,63,6,113,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Justin,15,F,India,Tamil Nadu,Chennai,Engineer,Lower Middle,1,50,6,106,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Raymond,13,F,USA,California,Los Angeles,Doctor,Upper Middle,1,42,5,95,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Carolyn,8,F,India,Maharashtra,Pune,Engineer,High,2,56,5,110,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Samantha,15,M,Canada,Ontario,Ottawa,Teacher,Upper Middle,1,35,5,95,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Katie,8,F,UK,England,London,Teacher,Low,1,45,6,88,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Beth,13,F,UK,Scotland,Glasgow,Businessperson,Lower Middle,1,46,4,103,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Gary,15,M,Canada,Ontario,Ottawa,Businessperson,Lower Middle,3,81,4,125,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Judith,11,M,UK,England,London,Teacher,High,2,69,3,111,6,6,2,5,30,12,20,Intermediate_Python,Python_material,1
Roger,13,M,USA,New York,New York City,Laborer,Low,3,94,6,126,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Carol,10,F,UK,England,London,Teacher,Low,1,39,5,99,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Virginia,17,F,India,Delhi,New Delhi,Laborer,Upper Middle,2,65,6,106,4,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Linda,10,M,USA,California,Los Angeles,Businessperson,Lower Middle,2,53,3,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Cynthia,9,F,Canada,Ontario,Toronto,Teacher,Low,2,56,4,97,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
David,17,F,UK,England,Manchester,Teacher,Low,1,48,6,97,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Denise,17,F,USA,California,San Francisco,IT Professional,Lower Middle,1,41,1,86,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Andrew,11,M,Canada,Quebec,Montreal,Laborer,Upper Middle,1,41,3,101,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Robert,11,F,USA,New York,New York City,Farmer,High,2,66,6,110,9,8,2,3,40,12,20,Intermediate_Python,Python_material,1
David,13,F,USA,Texas,Dallas,Businessperson,Lower Middle,2,57,7,98,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Stephanie,11,F,India,Maharashtra,Mumbai,Teacher,Low,2,66,3,110,6,7,2,7,40,12,20,Intermediate_Python,Python_material,1
Timothy,11,F,USA,California,Los Angeles,Businessperson,Upper Middle,2,62,6,111,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Karen,9,M,UK,Scotland,Edinburgh,Teacher,High,2,52,7,92,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Stephanie,14,M,Canada,Quebec,Quebec City,Clerk,Low,2,55,2,108,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Erin,17,F,USA,California,Los Angeles,Farmer,Upper Middle,1,36,3,90,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Christopher,8,F,India,Maharashtra,Pune,Laborer,Lower Middle,3,79,5,117,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Shaun,13,F,UK,England,Manchester,Engineer,Low,1,49,1,102,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Emily,15,M,USA,California,Los Angeles,Clerk,High,2,55,6,98,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
James,8,F,USA,Texas,Houston,Clerk,High,2,58,8,98,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Jennifer,16,M,USA,Texas,Houston,Clerk,Upper Middle,2,64,8,110,8,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Anthony,8,M,India,Maharashtra,Pune,Doctor,Upper Middle,1,43,1,98,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Matthew,14,F,India,Maharashtra,Mumbai,Farmer,Lower Middle,3,78,3,115,7,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Tina,12,F,USA,New York,Buffalo,Farmer,Upper Middle,3,87,4,122,6,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Paula,16,F,Canada,Quebec,Montreal,Teacher,High,1,44,1,104,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Zachary,18,M,UK,Scotland,Glasgow,Businessperson,High,2,63,3,108,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Katherine,15,F,Canada,Quebec,Quebec City,Farmer,Lower Middle,1,43,5,94,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Sharon,15,M,Canada,Quebec,Montreal,IT Professional,Low,1,42,2,96,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Michael,9,M,India,Tamil Nadu,Coimbatore,Businessperson,Low,3,99,2,135,8,7,3,3,40,10,15,Learn_Good_Python,Python_material,1
Courtney,8,F,India,Maharashtra,Mumbai,Businessperson,Lower Middle,1,45,2,95,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Sherry,17,M,UK,Scotland,Edinburgh,Clerk,Upper Middle,2,66,7,106,6,5,2,7,30,12,20,Intermediate_Python,Python_material,1
Donald,8,F,USA,Texas,Dallas,Clerk,Low,1,50,3,94,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Lindsay,18,F,UK,England,London,Engineer,Upper Middle,1,41,1,91,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Susan,13,F,Canada,Ontario,Ottawa,Engineer,Upper Middle,1,39,3,86,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Roger,12,F,India,Maharashtra,Mumbai,Laborer,High,3,81,2,112,9,8,3,3,40,12,15,Learn_Good_Python,Python_material,1
Katherine,11,M,Canada,Quebec,Quebec City,IT Professional,Upper Middle,1,47,5,88,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Angela,11,F,Canada,Quebec,Quebec City,Engineer,Lower Middle,1,44,3,104,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Jennifer,13,F,USA,Texas,Houston,Engineer,Upper Middle,1,47,5,89,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Reginald,10,M,UK,England,Manchester,Farmer,Low,2,65,7,110,8,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Kim,11,M,UK,Scotland,Edinburgh,IT Professional,High,3,87,7,124,9,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Richard,12,M,USA,Texas,Dallas,Doctor,Low,2,55,8,105,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Johnny,9,M,Canada,Ontario,Toronto,Businessperson,Lower Middle,2,58,3,109,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Belinda,12,M,Canada,Ontario,Ottawa,Doctor,Low,2,75,7,121,9,9,2,3,50,12,20,Intermediate_Python,Python_material,1
Mike,15,F,Canada,Ontario,Toronto,Clerk,Lower Middle,3,91,3,136,9,9,3,3,50,10,15,Learn_Good_Python,Python_material,1
Monica,9,F,Canada,Ontario,Ottawa,Engineer,High,1,47,1,105,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Karen,10,F,Canada,Quebec,Montreal,IT Professional,Lower Middle,2,64,7,104,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Jeff,13,M,India,Maharashtra,Pune,Businessperson,Lower Middle,1,39,5,85,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Larry,14,F,USA,Texas,Houston,Doctor,Low,1,41,3,89,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Richard,11,M,UK,Scotland,Edinburgh,Laborer,Low,3,93,4,123,7,8,3,5,40,10,15,Learn_Good_Python,Python_material,1
John,8,F,India,Delhi,New Delhi,IT Professional,Upper Middle,1,41,2,97,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Angela,8,F,USA,California,San Francisco,IT Professional,High,1,46,5,99,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Alicia,11,F,UK,Scotland,Edinburgh,IT Professional,High,1,46,1,90,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Zachary,8,M,Canada,Quebec,Montreal,IT Professional,Lower Middle,2,57,6,104,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Richard,17,F,India,Delhi,New Delhi,Doctor,Upper Middle,2,52,4,101,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
James,14,F,UK,England,Manchester,Doctor,Lower Middle,2,61,3,106,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Katherine,17,M,India,Maharashtra,Pune,Teacher,High,1,45,1,88,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Benjamin,16,F,Canada,Ontario,Ottawa,Farmer,Upper Middle,3,86,4,125,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Jesse,16,F,UK,Scotland,Glasgow,Teacher,Upper Middle,3,81,3,122,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Stephen,9,F,India,Maharashtra,Mumbai,IT Professional,Upper Middle,2,54,4,104,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Natasha,9,F,Canada,Quebec,Montreal,Doctor,Upper Middle,3,86,6,118,6,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Brittany,10,M,UK,England,Manchester,Engineer,High,1,40,5,90,6,6,1,7,30,15,25,Basic_Python,Python_material,1
James,12,M,India,Tamil Nadu,Coimbatore,Businessperson,Low,2,66,3,116,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Scott,16,M,Canada,Ontario,Toronto,Doctor,High,1,38,6,85,2,3,1,7,30,15,25,Basic_Python,Python_material,1
Christina,14,F,Canada,Ontario,Toronto,Businessperson,Upper Middle,1,43,1,85,4,3,1,7,30,15,25,Basic_Python,Python_material,1
John,14,F,India,Delhi,New Delhi,Doctor,Upper Middle,1,45,6,102,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Natasha,15,F,UK,Scotland,Edinburgh,Teacher,Upper Middle,1,45,4,85,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Teresa,15,F,Canada,Ontario,Ottawa,Clerk,High,2,59,2,101,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Vanessa,13,M,USA,California,Los Angeles,IT Professional,Low,2,56,4,97,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Jeffrey,14,M,India,Delhi,New Delhi,Teacher,High,3,90,4,120,9,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Stephanie,10,M,USA,Texas,Dallas,Engineer,Lower Middle,1,47,3,100,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Melinda,8,F,Canada,Quebec,Quebec City,IT Professional,Low,1,33,6,90,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Nicole,10,F,UK,England,Manchester,IT Professional,High,3,88,8,120,8,7,3,5,40,10,15,Learn_Good_Python,Python_material,1
Wendy,14,M,India,Maharashtra,Mumbai,Farmer,Low,1,39,1,87,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Anthony,17,F,India,Delhi,New Delhi,Doctor,Lower Middle,1,44,3,95,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Donna,15,F,India,Maharashtra,Pune,Teacher,Lower Middle,3,90,2,122,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Christina,13,M,Canada,Ontario,Toronto,Teacher,Upper Middle,2,52,4,96,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Kimberly,9,F,USA,California,San Francisco,Teacher,Upper Middle,1,42,1,85,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Rita,15,F,USA,Texas,Dallas,Doctor,Low,2,51,8,100,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Nicholas,11,F,UK,Scotland,Glasgow,Engineer,High,2,59,5,105,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Samuel,15,F,USA,New York,New York City,Teacher,High,2,53,7,98,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Edward,11,M,USA,New York,New York City,Clerk,Low,3,76,5,112,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Lance,10,F,India,Delhi,New Delhi,IT Professional,Low,3,77,7,113,9,9,3,3,50,12,15,Learn_Good_Python,Python_material,1
Sabrina,8,F,UK,Scotland,Edinburgh,Laborer,Low,2,51,7,105,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,14,M,UK,England,London,Doctor,High,2,62,7,104,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Marilyn,15,M,UK,Scotland,Edinburgh,Doctor,Upper Middle,1,44,5,104,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Tammy,9,F,UK,Scotland,Glasgow,Clerk,Lower Middle,3,98,4,128,6,5,3,3,30,10,15,Learn_Good_Python,Python_material,1
Claire,10,M,India,Maharashtra,Mumbai,Farmer,Low,1,35,4,94,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Tammy,17,F,India,Tamil Nadu,Chennai,Engineer,Low,2,63,7,104,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Kara,15,F,UK,England,London,Clerk,High,1,41,3,93,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Destiny,14,F,USA,New York,New York City,Teacher,Lower Middle,1,43,5,91,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Michelle,12,M,Canada,Quebec,Quebec City,Businessperson,Upper Middle,1,40,6,86,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Sonya,14,M,India,Maharashtra,Pune,Laborer,Upper Middle,1,46,6,88,3,4,1,7,30,15,25,Basic_Python,Python_material,1
Travis,10,M,USA,California,Los Angeles,Clerk,Low,3,83,7,118,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
Zachary,15,F,India,Maharashtra,Pune,Businessperson,High,2,74,7,123,9,10,2,3,50,12,20,Intermediate_Python,Python_material,1
Emma,17,F,Canada,Quebec,Quebec City,Businessperson,Low,1,49,4,106,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Sean,14,M,Canada,Quebec,Montreal,Engineer,High,2,59,3,109,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Christopher,16,F,Canada,Ontario,Ottawa,Engineer,Lower Middle,1,50,3,103,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Christopher,10,F,India,Maharashtra,Pune,Farmer,Upper Middle,2,52,7,104,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Emily,18,F,UK,Scotland,Edinburgh,Clerk,Lower Middle,1,33,6,93,7,7,1,5,40,15,25,Basic_Python,Python_material,1
Christopher,12,F,Canada,Quebec,Montreal,Businessperson,High,2,57,7,101,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Daniel,11,F,UK,Scotland,Glasgow,IT Professional,Low,2,67,6,114,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Joseph,15,F,USA,Texas,Dallas,Teacher,Upper Middle,2,53,7,100,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Cindy,15,F,India,Delhi,New Delhi,Businessperson,Low,1,44,6,102,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Jason,12,F,India,Maharashtra,Pune,Engineer,Lower Middle,2,56,8,110,6,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Daniel,16,F,UK,England,Manchester,Businessperson,Lower Middle,2,67,6,109,7,7,2,5,40,12,20,Intermediate_Python,Python_material,1
Beth,11,M,Canada,Ontario,Toronto,Clerk,Low,1,48,4,100,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Jack,11,F,India,Delhi,New Delhi,IT Professional,Low,2,61,6,105,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Gary,15,F,UK,England,Manchester,IT Professional,Upper Middle,3,82,3,115,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Brooke,10,F,USA,California,San Francisco,Teacher,High,1,38,4,86,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Brian,10,M,India,Tamil Nadu,Coimbatore,Businessperson,Low,3,77,2,113,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
James,9,F,India,Maharashtra,Pune,Farmer,Low,2,52,6,109,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Scott,11,F,UK,England,Manchester,Farmer,Upper Middle,1,39,6,98,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Grant,9,M,UK,Scotland,Edinburgh,Businessperson,Upper Middle,1,37,2,88,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Benjamin,9,M,USA,California,Los Angeles,Businessperson,Lower Middle,3,83,6,119,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Rebecca,12,F,UK,England,Manchester,Teacher,Upper Middle,2,52,8,108,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Manuel,10,F,India,Tamil Nadu,Chennai,Teacher,Low,3,91,6,122,8,9,3,5,50,10,15,Learn_Good_Python,Python_material,1
Erin,14,M,UK,Scotland,Edinburgh,Doctor,Low,3,85,2,116,6,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Robert,14,F,Canada,Ontario,Ottawa,Doctor,Low,2,54,8,103,5,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Tina,16,F,USA,California,San Francisco,Engineer,High,1,33,6,85,5,6,1,7,30,15,25,Basic_Python,Python_material,1
Robert,8,M,UK,England,London,Teacher,Low,3,91,5,122,9,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Melanie,16,M,Canada,Quebec,Montreal,Doctor,Lower Middle,1,43,4,90,7,6,1,5,30,15,25,Basic_Python,Python_material,1
Whitney,18,F,India,Maharashtra,Pune,Clerk,Lower Middle,1,45,5,98,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Lisa,10,M,India,Tamil Nadu,Chennai,Farmer,High,1,43,5,92,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Tony,8,F,India,Tamil Nadu,Coimbatore,Laborer,High,2,60,2,110,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Brittney,9,F,UK,Scotland,Edinburgh,IT Professional,Lower Middle,3,100,4,140,8,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Jeffrey,8,M,Canada,Quebec,Quebec City,Businessperson,High,2,66,7,113,7,8,2,5,40,12,20,Intermediate_Python,Python_material,1
Nicole,10,F,India,Tamil Nadu,Chennai,Farmer,Lower Middle,1,47,6,93,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Samuel,14,F,India,Delhi,New Delhi,Engineer,Low,1,41,6,90,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Steven,17,M,India,Tamil Nadu,Chennai,Engineer,Upper Middle,3,88,8,130,10,10,3,3,50,10,15,Learn_Good_Python,Python_material,1
Joseph,12,M,USA,New York,Buffalo,Engineer,Lower Middle,2,59,5,104,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Andrew,13,M,UK,England,London,Laborer,Low,1,44,3,101,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Kimberly,18,F,India,Delhi,New Delhi,Clerk,High,3,79,7,116,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Thomas,10,F,India,Tamil Nadu,Chennai,Laborer,Upper Middle,3,77,4,114,8,9,3,5,50,12,15,Learn_Good_Python,Python_material,1
Keith,16,M,USA,New York,New York City,Farmer,Lower Middle,1,44,5,98,6,5,1,7,30,15,25,Basic_Python,Python_material,1
James,9,F,USA,Texas,Dallas,Doctor,Low,3,89,7,120,9,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Joseph,15,M,UK,England,London,Laborer,High,1,46,6,106,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Nicholas,13,M,USA,California,Los Angeles,Clerk,Low,2,55,4,96,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Ashley,9,F,Canada,Quebec,Quebec City,Clerk,High,1,43,5,86,5,5,1,7,30,15,25,Basic_Python,Python_material,1
Randy,14,F,UK,Scotland,Glasgow,Laborer,Low,1,40,1,92,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Sharon,8,F,Canada,Ontario,Toronto,Teacher,Low,1,48,2,107,5,4,1,7,30,15,25,Basic_Python,Python_material,1
Dennis,8,F,USA,California,Los Angeles,Clerk,High,1,43,2,99,5,6,1,7,30,15,25,Basic_Python,Python_material,1
John,16,F,USA,California,Los Angeles,Teacher,High,3,92,8,124,7,8,3,5,40,10,15,Learn_Good_Python,Python_material,1
Brenda,17,M,USA,Texas,Dallas,IT Professional,Upper Middle,2,51,5,91,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Anthony,9,M,Canada,Ontario,Ottawa,IT Professional,Low,3,86,2,122,6,6,3,5,30,10,15,Learn_Good_Python,Python_material,1
Katie,18,M,India,Maharashtra,Mumbai,IT Professional,High,2,54,7,94,7,7,2,5,40,15,20,Intermediate_Python,Python_material,1
Daniel,17,F,UK,Scotland,Edinburgh,Teacher,Low,2,56,4,102,4,3,2,7,30,15,20,Intermediate_Python,Python_material,1
Sheena,17,F,USA,California,Los Angeles,IT Professional,High,3,84,2,119,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Zoe,10,F,USA,New York,New York City,Laborer,Low,3,85,3,123,8,8,3,5,40,12,15,Learn_Good_Python,Python_material,1
Michael,18,F,UK,England,Manchester,Doctor,Low,1,31,2,88,3,2,1,7,30,15,25,Basic_Python,Python_material,1
Patrick,12,F,UK,England,Manchester,Clerk,Lower Middle,1,36,4,95,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Paul,13,F,USA,Texas,Dallas,Businessperson,Lower Middle,2,56,2,98,4,4,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,10,F,India,Delhi,New Delhi,Doctor,High,2,55,8,110,8,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Teresa,18,M,USA,California,Los Angeles,Laborer,Low,3,85,8,117,8,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Heather,10,M,Canada,Quebec,Quebec City,Laborer,Low,1,33,1,86,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Kevin,9,M,UK,Scotland,Glasgow,IT Professional,Lower Middle,3,85,3,119,6,5,3,5,30,12,15,Learn_Good_Python,Python_material,1
Jennifer,15,F,India,Tamil Nadu,Chennai,IT Professional,High,1,48,4,92,4,5,1,7,30,15,25,Basic_Python,Python_material,1
Christina,10,M,Canada,Quebec,Quebec City,Clerk,Upper Middle,1,50,2,97,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Karen,8,F,UK,Scotland,Glasgow,Clerk,Upper Middle,1,43,1,99,7,8,1,5,40,15,25,Basic_Python,Python_material,1
Brett,12,M,India,Maharashtra,Pune,Engineer,Lower Middle,1,45,1,95,4,4,1,7,30,15,25,Basic_Python,Python_material,1
Patricia,8,M,Canada,Quebec,Quebec City,Engineer,High,1,35,5,94,4,3,1,7,30,15,25,Basic_Python,Python_material,1
Nicholas,11,F,UK,Scotland,Glasgow,Teacher,Upper Middle,2,70,7,113,8,9,2,5,50,12,20,Intermediate_Python,Python_material,1
Kathy,12,F,UK,England,Manchester,IT Professional,Upper Middle,3,79,7,122,6,6,3,5,30,12,15,Learn_Good_Python,Python_material,1
William,18,F,UK,England,Manchester,Clerk,Upper Middle,2,63,6,108,6,7,2,7,40,15,20,Intermediate_Python,Python_material,1
Katherine,9,F,USA,New York,Buffalo,Farmer,Upper Middle,2,53,2,98,5,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Rachel,18,M,UK,Scotland,Edinburgh,Laborer,Lower Middle,2,61,8,103,7,8,2,5,40,15,20,Intermediate_Python,Python_material,1
Patricia,12,M,India,Delhi,New Delhi,Businessperson,Low,1,44,3,89,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Jeffrey,12,F,India,Delhi,New Delhi,Laborer,Lower Middle,1,33,3,87,3,3,1,7,30,15,25,Basic_Python,Python_material,1
Robert,16,F,UK,Scotland,Edinburgh,Doctor,High,1,30,3,90,6,7,1,7,40,15,25,Basic_Python,Python_material,1
Mary,12,F,India,Maharashtra,Pune,IT Professional,Lower Middle,2,58,3,100,6,5,2,7,30,15,20,Intermediate_Python,Python_material,1
Michael,13,F,USA,New York,New York City,Laborer,Low,3,93,5,139,8,8,3,3,40,10,15,Learn_Good_Python,Python_material,1
Brenda,18,M,USA,California,San Francisco,IT Professional,High,1,49,1,90,4,5,1,7,30,15,25,Basic_Python,Python_material,1
James,10,M,USA,Texas,Dallas,Businessperson,Lower Middle,1,36,6,91,6,6,1,7,30,15,25,Basic_Python,Python_material,1
Cynthia,12,M,India,Maharashtra,Mumbai,Teacher,Upper Middle,3,83,6,113,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Donna,8,M,India,Maharashtra,Pune,Doctor,Upper Middle,2,75,5,125,9,10,2,3,50,12,20,Intermediate_Python,Python_material,1
Sheri,9,F,Canada,Ontario,Toronto,Clerk,Low,1,34,4,93,6,5,1,7,30,15,25,Basic_Python,Python_material,1
Christopher,13,M,UK,England,London,Businessperson,Lower Middle,2,56,3,102,7,6,2,5,30,15,20,Intermediate_Python,Python_material,1
Patricia,13,F,India,Delhi,New Delhi,IT Professional,Low,3,85,4,117,7,7,3,5,40,12,15,Learn_Good_Python,Python_material,1
Tyler,18,M,USA,California,San Francisco,Engineer,Low,2,51,8,91,5,6,2,7,30,15,20,Intermediate_Python,Python_material,1
Tara,18,M,UK,Scotland,Edinburgh,Businessperson,High,1,35,2,85,2,1,1,7,30,15,25,Basic_Python,Python_material,1
Tonya,18,F,India,Delhi,New Delhi,Teacher,High,1,44,4,88,4,3,1,7,30,15,25,Basic_Python,Python_material,1
